,标题,作者,漫画分类,风格类型,保存格式,封面,内容简介,是否完结
581,雪鹰领主,长风骑士,内地漫画,"热血,励志",JPG,http://images.dmzj.com/img/webpic/15/1054264551514015616.jpg,在夏族的安阳行省，有一个很小很不起眼的领地，叫——雪鹰领！故事，就从这里开始！ 粉丝群（撩妹搞基）：668595188  求评论、点击，收藏，各种求！（卖萌） 每周五17:00更新！,已完结
582,火尊战将,陆小霸,内地漫画,"科幻,热血,机战",JPG,http://images.dmzj.com/img/webpic/13/1054662131532674906.jpg,遥远的宇宙空间里，有一拥有高科技文明的强大外星种族，经过数千年的殖民发展扩张领地，建立起一个跨越多星系的超级宇宙帝国，火尊帝国。而今，在其母星球，火尊圣地行星上，因叛军发起的武装政变，武力夺取了母星政权，拘禁了现任最高执行者火尊帝王，而后开始清扫抓捕前执政者的支持者...,已完结
583,梦中的魔法使,女王熊,内地漫画,"爱情,治愈",JPG,http://images.dmzj.com/img/webpic/0/1002492801511273524.jpg,吸血鬼的梦中突然闯入的魔法使，他的目的究竟是······,已完结
584,坦克风云之卡夫卡,雷尚科技,内地漫画,"冒险,战争,搞笑",JPG,http://images.dmzj.com/img/webpic/9/1047427891510732732.jpg,卡夫卡是一名《坦克风云》的游戏高手，因太过沉迷游戏，意外穿越至游戏世界，成为游戏中马列格彼得堡的元帅，遇到了小喵和女王安娜，并凭借自己的头脑与他人的帮助生活了下来，但他的穿越之路却似乎并没有那么顺利...,已完结
585,天空之魂轻读版,万画筒漫画,内地漫画,"科幻,热血,机战",JPG,http://images.dmzj.com/img/webpic/3/1041959431510813725.jpg,【万画筒漫画出品】【每周六更新】一场正义与邪恶的无人机大战在2049年的天空中悄然拉响.......一位失去了所有的少年化身“无面者”走向了复仇之路。,已完结
586,南北兄弟（第二季）,微漫画,内地漫画,校园,JPG,http://images.dmzj.com/img/webpic/19/1049681591511494615.jpg,异卵双胞胎兄弟南月和北星，因为父母离异，分别被带到南方和北方各自长大。成年后的他们机缘巧合下考上了同一所大学，并与运动健将苏少臣和绘画天才万机成为了一个寝室的室友。从此寝室的四个人，在大学里寻找人生目标时，发生了很多啼笑皆非，有泪有爱的励志故事。,已完结
587,每天,大和星人,内地漫画,"校园,搞笑",JPG,http://images.dmzj.com/img/webpic/15/1001515351511240891.jpg,轻松搞笑的校园日常，是否能让您乐在其中或感同身受中呢，这不是男高，但却是高中日常！,已完结
588,刀剑斗神传,新漫画,内地漫画,"格斗,热血,武侠",JPG,http://images.dmzj.com/img/webpic/11/1002605911511759559.jpg,"这是一个孤独的江湖人遇到绝望的小女孩的故事。
所以，这是一个从“无双”到“有双”的故事。",已完结
589,绝对音域,蜂派游戏,内地漫画,校园,JPG,http://images.dmzj.com/img/webpic/11/1046354311512625837.jpg,"打断男神的歌唱比赛，毁掉乐队的压轴演出
夏筱兔同学的一声河东狮吼，给她惹来的不是麻烦，却是加入乐队，成为主唱？！
这是一场年轻气盛的冒险，也是一个相约盛典的誓言。
一起去经历一段充满热血与梦想的青春，开启属于他们的摇滚时代！
同名游戏《绝对音域》12月1日正式公测，欢迎大家试玩！",已完结
590,猎石记,新漫画,内地漫画,"冒险,热血",JPG,http://images.dmzj.com/img/webpic/11/1002605911513299511.jpg,"少年托意奇日复一日与巨兽牙王战斗训练就为了走出村庄成为勇者。
村里来了魔族扫荡队藏有可怕的阴谋，
导致全村民陷入了危机。托意奇拯救战斗时，
身体却发生了不可思议的变化?!到底村子能否逃离此劫，
托意奇的真实身世又是什么……",已完结
591,49%的灵魂,抖动文化,内地漫画,"科幻,热血,励志",JPG,http://images.dmzj.com/img/webpic/19/1011402591513317958.jpg,大变革元年，分解者主宰了世界。在打败赫墨拉塔城的白昼女王后，各方势力汇聚在切尔姆城，一个三不管之地。统治者“屠夫”、崛起者哈登、不死者修、云端的凯撒......为了各自的利益，一场血雨腥风在所难免。,已完结
592,云笺游记,苁蓉,内地漫画,"历史,奇幻,仙侠",JPG,http://images.dmzj.com/img/webpic/3/1057203031513429848.jpg,神让我们分开，也许是为了让我们遇到更多的人，发生更多的故事。邵谛泉在兄长的婚礼前夜惨遭变故，陷入了被欺骗、被冤枉的连环设局，而真正的兄长身在何处，他又能否挽回挚爱，都成了前路茫茫的未知数。他追寻着七年前，在失去记忆的神殿里，曾发生过怎样的故事……,已完结
593,花语深渊,怒九笑,内地漫画,"冒险,其他,战争",JPG,http://images.dmzj.com/img/webpic/12/1001939521577513672.jpg,战争的残酷，与你童话般的相遇，最后留下来的不过是带有体温的沐花罢了,已完结
594,家有土豪好圈地,漫域,内地漫画,"爱情,美食,搞笑",JPG,http://images.dmzj.com/img/webpic/4/1014766441515640830.jpg,"他是毒舌傲娇的高冷总裁，却沉迷于美食无法自拔，瞧见珍馐美食就直流口水。
她是厨艺精湛的农学博士，却沉迷于男色无法自拔，看见西装帅哥就迈不动腿。
当博士花痴对上总裁吃货，美色与美食到底谁能更胜一筹呢？",已完结
595,红莲的救赎,僵尸初九,内地漫画,"历史,战争",JPG,http://images.dmzj.com/img/webpic/18/1058011181514743031.jpg,这是一篇题材偏写实的历史题材漫画，故事发生在我的故乡，把家乡的故事画成漫画是我一致的愿望，希望大家能够喜欢，如果大家觉得故事好的话，请多多关注，多多打赏。我还会继续努力的!,已完结
596,圣殿少女,凤舞冬凌,内地漫画,"冒险,格斗,爱情",JPG,http://images.dmzj.com/img/webpic/2/1057973821514701249.jpg,善良正直、维护正义的圣殿小殿主孤身挑战杀害前任殿主的仇人，然而之后发生的一切使她对自己的认知产生了翻天覆地的怀疑。,已完结
597,沧浪烟云,橙光,内地漫画,"爱情,治愈,奇幻",JPG,http://images.dmzj.com/img/webpic/5/1057801051514452543.jpg,"改编自橙光作品《沧浪烟云》，原作作者：葫芦小一
懵懂的纵天居低阶女弟子展云裳，苦心暗恋如白月光一般的大师兄浪归迟整整六载，终于在某日借助酒意大胆告白…她渐渐发现，浪归迟看似温润如玉，却是个背负着沉重往事的清冷孤寒之人。不久，展云裳又结识了潇洒不羁的同门师哥沧彦，而沧彦身上，似乎也隐藏着神秘过往…",已完结
598,恒水中学连环虐杀事件,橙光,内地漫画,"校园,悬疑,其他",JPG,http://images.dmzj.com/img/webpic/5/1057801051514455776.jpg,"改编自橙光《恒水中学连环虐杀》，原作作者：馄饨仙人
对于被称为“学霸集中营”的恒水市高级中学，大多数人只知道其清华北大生录取率居高不下，却很少有人知道该校的学生自杀率有多高。4月22日，该校再次发生学生坠楼身亡事件，很多证据都表面这是单纯的自杀，但是一副不该出现的眼镜却让宋天琪却隐约觉得事情没有这么简单。",已完结
599,七个小矮人,橙光,内地漫画,"爱情,悬疑,奇幻",JPG,http://images.dmzj.com/img/webpic/5/1057801051514452301.jpg,"改编自橙光作品《七个小矮人》，原作作者：seagull，漫画作者：向右向左工作室
主角本来是一个平凡的女孩，意外穿越到了一个全是小孩子的童话世界，变成了一群旅馆中“小囚犯”中的“大人囚犯”，被要求帮助旅馆拜托危机。让人费解的是，这些孩子的身上没有了可爱、天真和快乐，所有人都充满了敌意。
七个小矮人粉丝群：545548721",已完结
600,不灭元神,素心人,内地漫画,"冒险,格斗,武侠",JPG,http://images.dmzj.com/img/webpic/10/1055649701530707273.jpg,让我们一起去踏上这元神不灭，天道永生的世界吧！ 由百世经纶所著的异界国术小说改编，《不灭元神》漫画每周四更新。,已完结
601,Fetch Controller噬魂,何乐飞猫君,内地漫画,"魔法,热血,奇幻",JPG,http://images.dmzj.com/img/webpic/1/1048619411519090389.jpg,FC噬魂是一种来自异世界的某种具有强烈能量的物质，因某种原因出现在了被迫上大学的小凤身上，FC噬魂持有者的她陷入了一场阴谋之中，她的生活从此发生了改变。,已完结
602,RED,乐乐,内地漫画,"冒险,格斗,战争",JPG,http://images.dmzj.com/img/webpic/3/1003924231522593723.jpg,白色的身影在黑色的夜里摇曳，梦想找到红色的路...,已完结
603,影,乐乐,内地漫画,"冒险,悬疑,热血",JPG,http://images.dmzj.com/img/webpic/3/1003924231522593745.jpg,楼兰的传说：臭名昭著的嗜血杀手，深夜里的鬼魅——“影”！随着夜幕的降临，它的形象也慢慢的变得清晰起来。。。？？,已完结
604,冀,游竺,内地漫画,"爱情,悬疑,搞笑",JPG,http://images.dmzj.com/img/webpic/8/1000990481517635742.jpg,京城频发的新娘自残或杀夫案件到了苏冀手上。朝廷派出监察使协助探案。但伴随调查进行，苏冀竟然对一个区区的监察使助手产生不一样的感觉？！！ ,已完结
605,绿松石,Mr圆珠笔,内地漫画,"治愈,奇幻",JPG,http://images.dmzj.com/img/webpic/5/1011545051519524028.jpg,绿松石，古人称碧甸子，是能祛病救人的宝石...,已完结
606,梦,LC,内地漫画,"悬疑,奇幻",JPG,http://images.dmzj.com/img/webpic/3/1062877031521778864.jpg,阿彩是一名彩民，偶然某次终于中了百万大奖，但怪事也随着发生了。,已完结
607,篱笆庄秘闻,凤凰动漫,内地漫画,"校园,悬疑",JPG,http://images.dmzj.com/img/webpic/18/1052075181523598970.jpg,"抽烟、喝酒、逃课，十七岁的少女厉姗屡出昏招，只想博得忙于生意的妈妈关注，随着厉姗行事日益叛逆，母女间关系变得愈发恶劣。
一日，母亲打着缓和关系的名义，约厉姗去往一处名为“篱笆庄”的新景区渡假，实则去向那所传说中可以“矫正一切青少年不良行为的”网戒所的车……一段通往地狱的旅程开始了。
“治疗”期间，厉姗逐渐发现了隐藏在网戒所和篱笆庄内不为人知的黑暗秘密……",已完结
608,龙宫十善会,林钜晴,内地漫画,"治愈,励志,奇幻",JPG,http://images.dmzj.com/img/webpic/16/1042515361523073785.jpg,"释迦牟尼佛示现在龙宫里，为大众开示十善业道——
",已完结
609,异林杂殂,何鹭晓芙,内地漫画,神鬼,JPG,http://images.dmzj.com/img/webpic/6/1007547461523239633.jpg,根据各种神怪小说加上一点脑洞创作的关于妖精鬼怪的短篇故事。,已完结
610,贪食,Mr圆珠笔,内地漫画,"治愈,奇幻",JPG,http://images.dmzj.com/img/webpic/5/1011545051527833205.jpg,小城男孩与妖怪少女的邂逅...,已完结
611,诛仙·御剑行,完美世界漫画,内地漫画,"冒险,热血,仙侠",JPG,http://images.dmzj.com/img/webpic/10/1071844101528253949.jpg,诛仙故事过去千百年。就在中原修真者即将忘记上古神剑诛仙剑的存在时，一个自小被寄养在“人妖院”的少年——林琰，怀揣着一块发着恶臭的腌泡菜石头，踏上了寻找父亲的旅途。 一路披荆斩棘之下，他结识了人生中两个重要的伙伴，一身正气的端木弘，还有呆萌可爱的朵一。 自此，新的有关于诛仙剑的故事开始了……,已完结
612,精灵白日梦,鸳鸯奶茶,内地漫画,"冒险,搞笑",JPG,http://images.dmzj.com/img/webpic/3/1072459231528860775.jpg,"小赞与皮蛋球踏上冒险的旅途，途中遇到不同的奇葩对手，收获到新加入的伙伴，途中的成长与基情爆笑
",已完结
613,恶魔炼物语,小小小笑笑,内地漫画,"爱情,奇幻",JPG,http://images.dmzj.com/img/webpic/2/1002047421531451084.jpg,看我看我，对对对，我就是讨人厌的恶魔小王子，这样的我接到父王不可完成的任务，要在人界生活下去，还要交到朋友，可能吗?总觉得没戏啊哈哈~~~~,已完结
614,青之战纪,次元游戏社,内地漫画,"冒险,魔法,奇幻",JPG,http://images.dmzj.com/img/webpic/17/1075225771532690107.jpg,游戏《青之战纪》官方漫画,已完结
615,东方 上当受骗二小生,飞天二踢脚,内地漫画,"其他,搞笑",JPG,http://images.dmzj.com/img/webpic/2/1025172621533699521.jpg,二童子从被骗到黑化的故事。,已完结
616,扭蛋机,黄逗,内地漫画,"格斗,科幻,热血",JPG,http://images.dmzj.com/img/webpic/7/1016848271535211767.jpg,一个打发时间用的故事,已完结
617,竹林怪谈,七火夜谈,内地漫画,"其他,悬疑",JPG,http://images.dmzj.com/img/webpic/11/1076993311535947235.jpg,"竹林深处，两人结伴而行采集笋补贴家用，曾不想都被人挖走了，走偏到一块无人采集过的地方,突然一股不祥的气息包围着。。。
",已完结
618,良商如我为何被暴躁顾客缠上,MANNA,内地漫画,"魔法,奇幻,搞笑",JPG,http://images.dmzj.com/img/webpic/12/1079181321536583832.jpg,良商？奸商？我这么良心本分贩卖产品的商人怎么可能是奸商！难搞的暴躁顾客售后服务就统统过来吧，那么接下来售后处理就拜托小莎啦！,已完结
619,山之死,尘茧,内地漫画,奇幻,JPG,http://images.dmzj.com/img/webpic/17/1079368171536984476.jpg,猎户的孩子为了给病重的父亲寻药而杀死了新生的山神致使大山逐渐死亡，生死交间的关头，山神的择判是……,已完结
620,星之少年与纱之少女,千樱,内地漫画,爱情,JPG,http://images.dmzj.com/img/webpic/10/1006655701537427549.jpg,"苍耀历203年1月，水之都丞相叛乱，患有眼疾的王子出逃。昏迷前最后看到的，是黑色————与乌鸦同色的头发……
16年的作品了，现在看起来各种不足……（倒地 作者微博 @血樱vs千樱",已完结
621,妖犬小牙,Mr圆珠笔,内地漫画,"治愈,奇幻",JPG,http://images.dmzj.com/img/webpic/5/1011545051537924464.jpg,坚守内心的宝藏 念念不忘必有回响，提前祝大家国庆快乐：）,已完结
622,电商高手,赞美,内地漫画,"爱情,励志,职场",JPG,http://images.dmzj.com/img/webpic/7/1080105671539053347.jpg,在一个叫做沙集的小镇上，一位青年的创业之路。起初到处碰壁，在女主的助攻下，成为电商高手。,已完结
623,我才不是魔法少女,SF轻小说,内地漫画,"格斗,魔法,热血",JPG,http://images.dmzj.com/img/webpic/11/1007321311539747852.jpg,"为什么别人的超能力如此酷炫拉风，而我就必须变成萝莉魔法少女去战斗呢？ 为什么别的英雄打完小怪兽就帅气退场，而我却还要想办法躲开脑残粉的围追堵截？ 而且，为什么我越当超级英雄越穷啊！？这魔法少女，老子不当了！
",已完结
624,乱尾,回收娘,内地漫画,"冒险,格斗,热血",JPG,http://images.dmzj.com/img/webpic/1/1043700611539429706.jpg,短篇练习！,已完结
625,梦境奇缘,安佑实,内地漫画,"冒险,爱情,治愈",JPG,http://images.dmzj.com/img/webpic/9/1081316091539669341.jpg,只是概念性的预告镜头，具体剧情还在构思中。讲述了一名能做清新梦的高中生，在梦中冒险的，关于爱和勇气的故事。,已完结
626,answer,绿豆/Madhatter,内地漫画,"科幻,校园,励志",JPG,http://images.dmzj.com/img/webpic/8/1082082281540720499.jpg,六年前写的一个短篇题材，花了半辈子画了出来，用嘴构思，用脚去画，没有第二话，请勿期待~ ,已完结
627,Desert and rose,小小小笑笑,内地漫画,爱情,JPG,http://images.dmzj.com/img/webpic/2/1002047421541390456.jpg,这是个短篇故事，脚本已经写好，正在慢慢画，封面彩色，里面黑白，日常幻想，不切合实际，不喜勿点，兴趣相投的可以关注下哦！！,已完结
628,姜哥今天不加班,助理汪,内地漫画,"职场,搞笑",JPG,http://images.dmzj.com/img/webpic/18/1081742181541390292.jpg,《姜哥今天不加班》是新周猫微信公众号最新连载的原创IP漫画。这是一个发生在新媒体办公室的故事，橘猫@新周猫 姜哥希望自食其力，被老板聘请为“卖萌专员”。顾名思义，主要工作就是“卖萌”……,已完结
629,至亲—怪物？,王珏,内地漫画,冒险,JPG,http://images.dmzj.com/img/webpic/5/1083044251542114307.jpg,在错误的选择后，少女是怎样的觉悟呢,已完结
630,噩梦,惊奇大地,内地漫画,"惊悚,悬疑",JPG,http://images.dmzj.com/img/webpic/0/1081533401542184167.jpg,于路有操控梦境的能力，但他的这个能力渐渐消失了，还突然进入一个有很多怪物的噩梦中。有一次他进入噩梦中挣扎时将母亲弄伤。醒来后于路陷入了生存危机，想要结束自己的生命。他打算跳下盘山公路，却连累了女孩黎晶晶和他一起掉入噩梦。他们在噩梦中展开了冒险。,已完结
631,玻璃,万释福,内地漫画,"其他,生活",JPG,http://images.dmzj.com/img/webpic/7/1042797671542523601.jpg,人生如玻璃，,已完结
632,天庭,设置组,内地漫画,"科幻,搞笑,神鬼",JPG,http://images.dmzj.com/img/webpic/9/1001617691543633882.jpg,宇宙-地月系办事处，最大非盈利型善待人类组织机构里面工作人员们的日常,已完结
633,手牵手一起走,LC,内地漫画,"治愈,其他",JPG,http://images.dmzj.com/img/webpic/3/1062877031543586455.jpg,2020年，在Z城发生了一场病毒危机，简短几天时间Z城已彻底沦陷，所有未感染的人都陆续撤离了Z城。除了一对伴侣，他们还被困在一栋楼里苦命挣扎，他们能否逃出生天……,已完结
634,凯罗斗恶狼,无锡的风,内地漫画,"热血,奇幻,搞笑",JPG,http://images.dmzj.com/img/webpic/8/1020680081543643179.jpg,海上小镇可可那特斗牛犬恶狼横行街市，少年凯罗出手击败恶狼！,已完结
635,囚犯二人组,田猪头,内地漫画,"冒险,格斗,热血",JPG,http://images.dmzj.com/img/webpic/6/1005351661543756465.jpg,我的短篇作品练习，喜欢的朋友给个鼓励吧谢谢,已完结
636,海魔女与深海巫师,暮苏,内地漫画,"爱情,魔法,奇幻",JPG,http://images.dmzj.com/img/webpic/11/1010727711543931082.jpg,"之前画的魔女CP小短篇hhh
触手大法好！",已完结
637,山鬼,Diechong,内地漫画,悬疑,JPG,http://images.dmzj.com/img/webpic/1/1013475211545271089.jpg,故事发生在民国时期的一个西南少数民族村庄，一个少年为了向父亲证明自己，在深夜独自跑去森林寻找传说中的山鬼，没想到遇到了花豹，就在千钧一发之际，一个野人一样的少年横空而出杀死了花豹，救了主角一命，这个野人少年究竟是山鬼吗？一切的谜团都不得而知，但是在主角心里，他已经把这位野人少年当成了自己的朋友……,已完结
638,舍利塔,无锡的风,内地漫画,"格斗,热血,武侠",JPG,http://images.dmzj.com/img/webpic/8/1020680081546072849.jpg,"和紫塞合作的一部功夫漫画，讲的是中国武术和少林寺的故事。没有型准度，没有美型度，没有画风流行度，只想用最朴实的手法阐述中国传统思想哲学和爱国情怀。
故事大纲已经完成，剧本的构思也将慢慢落实。《舍利塔》漫画不定期更新，更新速度较慢，请多多谅解！",已完结
639,天职,KAK,内地漫画,"科幻,校园",JPG,http://images.dmzj.com/img/webpic/4/1041395041546217388.jpg,未来社会中，人类为了提升生产效率设定了天职系统——通过在儿童时期测试天赋，决定今后的职业路线。,已完结
640,鹤之炼丹师,无锡的风,内地漫画,"冒险,热血,奇幻",JPG,http://images.dmzj.com/img/webpic/8/1020680081546243981.jpg,在东胜神州境外，有一座繁华的小镇，名叫“罗浮镇”。今天有一位炼丹的少年来到镇上，改变命运的故事也即将展开…,已完结
641,ALL MECHANIZED,无锡的风,内地漫画,"热血,机战,奇幻",JPG,http://images.dmzj.com/img/webpic/8/1020680081546445168.jpg,莫克奈兹病毒—一种强力的机械化病毒，人类一旦感染它，身体就会慢慢机械化，最终成为机械而死去。然而人类慢慢学会了利用病毒的这种特性，并将它用于机械化工业生产。,已完结
642,吓不走乌鸦的稻草人,月灯,内地漫画,"爱情,治愈",JPG,http://images.dmzj.com/img/webpic/17/1079316371546512590.jpg,稻草人和乌鸦的小故事,已完结
643,SPEED UP！,无锡的风,内地漫画,"冒险,竞技,热血",JPG,http://images.dmzj.com/img/webpic/8/1020680081546540970.jpg,疾鹰勋章是汽车之城—迪特格鲁的最高荣誉，每年都有无数的赛车高手为它踏上赛道。少年马赫•亚罗是个菜鸟赛车手，却拥有着超人的汽车制造天赋，一心想和他的叔叔一样成为这座城市的赛车英雄。背负着叔叔的期望和众人的疑虑，马赫•亚罗邀请交警大队的警花一起重新踏上了叔叔当年未能征服的赛道……,已完结
644,中元节之夜！暴走僵尸五人组,无锡的风,内地漫画,"热血,其他,神鬼",JPG,http://images.dmzj.com/img/webpic/8/1020680081546607106.jpg,宫魃—上古传说中无生无灭的僵尸之王，由于当年破坏宫魃镇的罪恶而被镇压了一千二百年。从此之后，宫魃镇成为了一座被鬼岚包围的恐怖小镇。今年中元节的夜晚，为了摆脱鬼岚的纠缠，一个神秘的道场正在悄悄进行，但人们却不知道这即将是一场灾难的开始……,已完结
645,杀手NO.5,那家漫画,内地漫画,"格斗,爱情,搞笑",JPG,http://images.dmzj.com/img/webpic/14/1085691741547042349.jpg,他是城中人人笑话的蠢笨富豪，不知花了多少钱粮买得杀手排行榜第五的虚名，拿玉石当子弹还打歪，也不知是杀人还是送钱。他还爱上了皇帝的表妹，一副舔狗嘴脸……事情果真是这样么？杀手NO.5的死胖子，其实是……,已完结
646,IM YOUR KNIGHT（我是你的骑士）,无语加纳闷,内地漫画,"格斗,热血",JPG,http://images.dmzj.com/img/webpic/1/1085722611547207937.jpg,"本应该过着平凡生活的男主人公因为一场意外，女主遭遇车祸昏迷不醒，为了唤醒昏迷的女友与恶魔签下契约于其他契约者战斗的故事。
（这是我第一次画的短篇漫画其实在08年的时候就发到有妖气和腾讯上了但是看的人不多而且也没人留言“喷”我所以我就发到漫画之家上看看吧，请大家多多支持谢谢，回过头来看剧情好像挺中二的感觉。。。）",已完结
647,告白不可能,绘弥也,内地漫画,"校园,治愈",JPG,http://images.dmzj.com/img/webpic/19/1082332791547640671.jpg,"恋爱是不可能恋爱的，这辈子都不可能告白成功。
被诅咒的校园，陷入青春期的少年，各种告白的骚操作一起来看吧ˋ( ° ▽、° )",已完结
648,THEME：“怪谈”,STARDO,内地漫画,"校园,其他",JPG,http://images.dmzj.com/img/webpic/2/1062475421547815813.jpg,以“怪谈”为主题创作的4个短篇。,已完结
649,FACE（脸）,无语加纳闷,内地漫画,"科幻,热血,机战",JPG,http://images.dmzj.com/img/webpic/1/1085722611548045131.jpg,男子莫名被改造后与其自身其他人格一起试图逃出实验基地。（这部是我的第二部短篇漫画其实之前在别的网上已经有上传过了只不过这次我是改过一点然后才在动漫之家上上传的希望大家喜欢谢谢）,已完结
650,盲区,梗鬼,内地漫画,"冒险,科幻,悬疑",JPG,http://images.dmzj.com/img/webpic/8/1002414681548143997.jpg,怀疑是真相发酵的驱动力，当一个人开始对事实提出质疑的时候，建立在真相表象下的虚构事实便不在成立，这是一个个体对抗群体的故事……,已完结
651,洞仙歌,完美世界漫画,内地漫画,"冒险,爱情,治愈",JPG,http://images.dmzj.com/img/webpic/10/1071844101548313528.jpg,人妖共存的长古世界，古怪精灵、愿望是探遍古籍中志怪传说的少女白辛夷，在探索一处地下古迹时，偶遇从昆仑墟而来的山鬼灵修。二人因缘际会，怀抱不同的目标，共同踏上一段奇幻旅程。,已完结
652,避税之神,父能量,内地漫画,其他,JPG,http://images.dmzj.com/img/webpic/7/229873471548350006.jpg,波澜壮阔的商战剧（呸）,已完结
653,自古讲落之青蛇传,橘红茶,内地漫画,"奇幻,其他",JPG,http://images.dmzj.com/img/webpic/0/1001905801548405347.jpg,白蛇和青蛇爱上渣男…………,已完结
654,炸裂少女,不工作猫,内地漫画,"爱情,搞笑",JPG,http://images.dmzj.com/img/webpic/10/1007092701548939116.jpg,期待已久的新游戏发售了，好想玩啊，到底能不能玩到呢？,已完结
655,我的超级英雄,月灯,内地漫画,其他,JPG,http://images.dmzj.com/img/webpic/17/1079316371549215536.jpg,专属于“我”的超级英雄,已完结
656,恐龙鳄鱼研究人类,黑暗X异彩,内地漫画,"爱情,美食,搞笑",JPG,http://images.dmzj.com/img/webpic/14/1056917941551583315.jpg,"    宇宙4的龙兽们得知地球人在多元宇宙诸神开发的游戏异彩中混得风生水起，能比龙兽更高效的利用多元宇宙的知识宝库。很多龙兽在进入异彩之前会研究人类，以便进入异彩后与人类和平相处或战胜人类。
    作者：我曾经企图研究出智能绘画助理，幻想我可以随心所欲的绘画，业余时间轻松连载漫画，很明显，我失败了，产生了一些副产品，现在整理发出来。我正在考虑上次研究外星人和上上次研究穿越时空的副产品要不要发出来。",已完结
657,能力者,丢了个丢,内地漫画,"科幻,励志",JPG,http://images.dmzj.com/img/webpic/6/1087276061551105840.jpg,一个能力者的故事,已完结
658,天台,名动漫,内地漫画,科幻,JPG,http://images.dmzj.com/img/webpic/6/1015807461551785116.jpg,名动漫原创AI主题漫画，由漫画班伟东老师主导创作，讲述了未来AI盛行的世界里人类与AI之间的友好与对立,已完结
659,va-11hall-a同人,骨饰,内地漫画,百合,JPG,http://images.dmzj.com/img/webpic/8/1072520881552539530.jpg,"赛博朋克酒保百合向同人，jill X boss  （百合漫闲聊q群：605899219） 
*这部之前被下了，不过问官方不是因为审核，而是服务器有问题，所以重传一下
*之前的账号用不了了，新传作品还是显示空白页，以后会用这个号更新作品，具体
原因搜 监禁魔王 置顶，但愿这个号别再出问题了…… ",已完结
660,辉夜大小姐想让妹红告白 ~笨蛋们的恋爱头脑战~,馨语画音,内地漫画,东方,JPG,http://images.dmzj.com/webpic/12/huiye0317.jpg,笨蛋们的恋爱头脑战，铃仙:那没事了,已完结
661,那一刻，失声,骨饰,内地漫画,百合,JPG,http://images.dmzj.com/img/webpic/8/1072520881554764926.jpg,师生百合向短篇   作者：没故事  （百合漫闲聊q群：605899219）,已完结
662,阿卓拉-朱鹮之梦,桔五味,内地漫画,"冒险,悬疑",JPG,http://images.dmzj.com/img/webpic/3/1006119031554521924.jpg,在那片森林中，与谁同行？,已完结
663,变成猪,希里打哄,内地漫画,"其他,治愈,生活",JPG,http://images.dmzj.com/img/webpic/11/1076405711554690103.jpg,今天变成猪了吗,已完结
664,结局,海上榕树,内地漫画,爱情,JPG,http://images.dmzj.com/img/webpic/10/1011887101555396348.jpg,爱情漫画,已完结
665,短笺,海上榕树,内地漫画,校园,JPG,http://images.dmzj.com/img/webpic/10/1011887101555399881.jpg,我喜欢你，你知道吗？,已完结
666,地球奇侠1之赛先生说,赛先生,内地漫画,"冒险,科幻,校园",JPG,http://images.dmzj.com/img/webpic/10/1090854301556270387.jpg,欢迎来到赛先生的科学实验室，在这里赛先生带着四个小助手闪亮登场，赛先生的神秘电话居然是家长会议，这将会改变几个孩子的命运……,已完结
667,红枫,慧慧,内地漫画,"纯爱,奇幻,神鬼",JPG,http://images.dmzj.com/img/webpic/13/1072390531556806315.jpg,山中有灵  遇而为缘,已完结
668,(东方)早苗的休息日,蓬莱的鱼,内地漫画,"其他,治愈",JPG,http://images.dmzj.com/img/webpic/7/1009402071557106031.jpg,即使是守矢的巫女也会有失去干劲的时候，于是乎早苗准备去人间之里好好休息一天。没想到迎接她的是......,已完结
669,父母爱情,青栗子,内地漫画,爱情,JPG,http://images.dmzj.com/img/webpic/14/1035152541562895036.jpg,"有的人等另一个人，一等，就是一辈子,父母的爱情， 也许并没有那么糟，也像我们一样无奈,也像我们一样美好。 一部关于父亲的爱情故事",已完结
670,HDXN,ygz,内地漫画,其他,JPG,http://images.dmzj.com/img/webpic/15/1019035751557646695.jpg,无论是身体还是精神都有些问题的少女。,已完结
671,风灵,土猫,内地漫画,"科幻,其他,奇幻",JPG,http://images.dmzj.com/img/webpic/9/1060001091557824243.jpg,"这是一个能够控制风的神灵与人类一起对抗极端气候的故事。
同时，也是一个关于人类与地球的故事。",已完结
672,编号百万零一,土猫,内地漫画,科幻,JPG,http://images.dmzj.com/img/webpic/9/1060001091557748900.jpg,一个关于人类与机器人的战争的故事,已完结
673,TEN,土猫,内地漫画,科幻,JPG,http://images.dmzj.com/img/webpic/9/1060001091557749145.jpg,因战争失散10年的兄弟再次相遇的故事,已完结
674,咦?,尘茧,内地漫画,"悬疑,其他",JPG,http://images.dmzj.com/img/webpic/17/1079368171557715333.jpg,手机的诅咒…,已完结
675,神箭,yjyz,内地漫画,宅系,JPG,http://images.dmzj.com/img/webpic/8/1076887081558608845.jpg,穿越 萌系,已完结
676,憧憬在起跑线,空井泛,内地漫画,"竞技,校园,其他",JPG,http://images.dmzj.com/img/webpic/19/1069929391558711639.jpg,为成绩不佳发愁的姜昕不得不面对能加学分的体竞比赛，选了个本意为能胜任的项目，竟不知自己小看了接力跑，想着只要努力跑好得到学分了事，但当每次练习时总被同一个同学超越，这个超越姜昕的人是否有嘲笑用意？,已完结
