,漫画ID,标题,作者,封面,内容简介,是否完结,最新章节
68,214062,武道独尊,破界互动,https://oss.mkzcdn.com/comic/cover/20190705/5d1ec8c0550e0-750x999.jpg!cover-400,"
              【每周三、六更新】天元大陆，有大能力者可移山倒海，踢星踏月，拳破青天，脚碎大地！
叶铭，一介凡流，庶子出身，为报血仇，自强不息。
机缘之下，获“神灵宝衣”，服“筑基神丹”，修“通天经图”。
心诚志竖，勇猛精进，凡挡修武之路者，杀无赦！
不朽皇朝，万古大教，洪荒巨妖，擎天魔神，面对这漫天神魔，他无所畏惧，我命在我不在天！              ",连载中,第128话 呆头呆脑
69,214351,我是大仙尊,六月雪工作室,https://oss.mkzcdn.com/comic/cover/20190606/5cf86a90646bd-750x999.jpg!cover-400,"
              前世是修仙界的绝世天才，被十大天尊陷害自爆而亡，意外重生到了自己二十岁的时候。一心只想着修炼成仙重返仙界的他，成为了地球最强的男人，翻手为云覆手为雨，惹本天尊者，灰飞烟灭！！              ",连载中,第113话 光云已至，雷云天动
70,214368,医武至尊,漫莱坞,https://oss.mkzcdn.com/comic/cover/20190430/5cc7efbe0754d-750x999.jpg!cover-400,"
              给某国王子戴了绿帽，狂傲特战军医溜回都市，可金麟岂是池中物，一遇风云化成龙。特战狂医王宇武功能杀天下人，医术可救世间命。左医右武，天下无敌！              ",连载中,第150话 天赋异禀
71,173367,傲世九重天,漫王杂志,https://oss.mkzcdn.com/comic/cover/20180725/5b57dee309f9e-600x800.jpg!cover-400,"
              《漫王》杂志第一期作品。              ",连载中,第75话4 好东西一起分
72,213076,渣男总裁别想逃,极漫文化,https://oss.mkzcdn.com/comic/cover/20190927/5d8db1a2e6cdd-750x999.jpg!cover-400,"
              于火，破狼组织的高级成员，专属接近与揭发渣男的真实面目，不惜以美色接近国民头号渣男总裁江枫。他，江枫，黑道至高的权力者，著名跨国公司CEO，名震京城，外号国民总裁。当渣男猎人遇上渣男总裁！这将是一场阴谋与阴谋的较量，这将是一场金钱与物质的角斗……              ",连载中,第169话 拆礼物的方法
73,212054,总裁的天价萌妻,开源动漫,https://oss.mkzcdn.com/comic/cover/20181211/5c0f615f5ce25-750x999.jpg!cover-400,"
              迷醉的她错点帅气的他，当酒精遭遇烈火，激情燃烧过后的她感觉被掏空，却被他种下一颗种子。遭遇变故的她出走海外，多年后却再度相逢。 身为黑客的儿子，扮猪吃虎的闺女，杠上邪魅总裁爹地，再加一个擅长睁眼说瞎话的伪善妈咪，高智商高情商高手段高心计，斗智斗勇的帅哥美人强势来袭，给你好看！              ",连载中,第188话 又怀孕了？
74,212469,抱紧我的君主大人,杭漫文化,https://oss.mkzcdn.com/comic/cover/20191029/5db7eb8adc17a-750x999.jpg!cover-400,"
              我出生在盗墓世家，盗人坟墓极损阴德，而我们家的报应就出在我身上了。我被一只道行很深的鬼纠缠，他说我是她的冥婚妻子，并要求为他生下一子……              ",连载中,第211话 破获修罗道的实验
75,214712,妈咪快跑：爹地追来了,大腿子工作室,https://oss.mkzcdn.com/comic/cover/20190717/5d2eb40d48465-750x999.jpg!cover-400,"
              阴差阳错的欢爱，她被推向了一个极其神秘尊贵的男人，不得不选择带球落跑。几年后，她带小包子华丽上线！小包子作为男子汉，最大的梦想就是替他家小仙女找一个身高一米九，胸口八块肌，全球富豪榜第一的完美老公！
“妈咪，这个男人怎么样？”小包子指着放大版的自己。
“女人，带着我的种跑了这么久，该回来认错了吧！”男人霸气出现！林芷不但被抢了孩子，就连心也没守住！              ",连载中,第94话 这个圈子的现实
76,212325,宠狐成妃,旷盛动漫,https://oss.mkzcdn.com/comic/cover/20181219/5c1a3c2634389-750x999.jpg!cover-400,"
              从高级情报特工成了废柴小狐狸，童灵灵心里苦啊。被冷面王爷捡回家，还被赐婚成王妃？！原以为当了王妃就可吃香喝辣，没想到身边比比皆是明争暗斗勾心斗角！小狐狸炸毛了，别拿狐狸不当美女！看她左手音杀响遍大陆；右手炼丹制毒，震惊世界，顺道看尽天下美男。某王爷：天下美男？小狐狸谄媚大笑：夫君，人家只倾心于你一人。              ",连载中,第273话 海城
77,208671,神印王座,杨浩,https://oss.mkzcdn.com/comic/cover/20170606/593659b87089b-600x800.jpg!cover-400,"
              在人类即将被灭绝之时，六大圣殿崛起，带领着人类守住最后的领土。一名少年，为救母加入骑士圣殿，奇迹、诡计，不断在他身上上演。在这人类六大圣殿与魔族七十二柱魔神相互倾轧的世界，他能否登上象征着骑士最高荣耀的神印王座？              ",连载中,停更公告
78,213894,落难千金的逆袭,有鹿文化,https://oss.mkzcdn.com/comic/cover/20181228/5c25d9f3e17e9-750x999.jpg!cover-400,"
              【每周一、四更新】“我是你亲姐姐！这是你欠我的！”“答应爸爸，无论姐姐做错什么，都不要怪她。”当亲生姐姐无数次陷她于不义，当亲情变成道德绑架的枷锁，当她终于失去一切，她，萧可研，终于爆发：“总有一天，我会光明正大地把我的宝贝夺回来！”冰消雪融，寒梅绽放，逆风翻盘，敬请期待              ",连载中,第207话 这是什么情况？
79,212491,通灵契约,八方动漫,https://oss.mkzcdn.com/comic/cover/20190717/5d2ed58b76f74-750x999.jpg!cover-400,"
              妖王带着残缺的记忆凡尘寻爱，狐仙带着爱人的魂魄转世为人，前一世他们阴差阳错成了仙界中让人垂泪的悲剧，这一世他们能否克服万难有情人终成眷属？在这个妖和人傻傻分不清的时代，过得去的是劫，过不去的是缘！              ",连载中,第170话 谁摸了我的藕
80,213110,解离妖圣,极漫文化,https://oss.mkzcdn.com/comic/cover/20190617/5d075087451ca-750x999.jpg!cover-400,"
              数千年前，“仙族”与“妖族”开战，仙族创造的“妖圣”齐天重创妖族，却不知为何与仙族反目，遭到仙族与妖族的围剿，生命垂危之际，“妖圣”自爆肉身，将灵魂解离成数份散落于各处，而陆小天就是其中一份灵魂的宿主……              ",连载中,第158话 公平的较量
81,212849,追夫36计：老公，来战！,仟绘动漫,https://oss.mkzcdn.com/comic/cover/20190925/5d8b1a6d52b37-750x999.jpg!cover-400,"
              从四岁起宣布了那个男人的专属权，从此走上三十六计追夫之路，可是无论她怎么做，他从不回头看看她。一场意外，再次相见已是陌路人，他却愤怒至极，质问她为什么抛下他走了。等等……！这是怎么回事？不是她使出浑身解数来追他的吗？为什么他会说是她抛下的他？              ",连载中,第277话 午餐愉快
82,212136,灵武帝尊,博易动漫,https://oss.mkzcdn.com/comic/cover/20200115/5e1f09b2b1b44-750x999.jpg!cover-400,"
              剑指苍穹，激荡九州。上青天，战群雄，异界为帝，谱写傲世狂歌！              ",连载中,第211话
83,212684,我原来是个病娇,三合龙居动漫工作室,https://oss.mkzcdn.com/comic/cover/20190524/5ce76bb03e3d0-750x999.jpg!cover-400,"
              霸总顾云结婚前遭兄弟陷害，车祸身亡。灵魂重生到十几年前唐家早夭的小女儿唐凌曦身上，他要用新的身份保护少年的自己，查清兄弟背后插刀的真相，和未婚妻的真面目…              ",连载中,第191话 你是谁
84,213136,暗夜新娘,极漫文化,https://oss.mkzcdn.com/comic/cover/20190418/5cb8146c7f576-750x999.jpg!cover-400,"
              茫茫人海之中，隐藏着以血为食的孤独生物——吸血鬼。他们不老不死，能力强大，唯有被他们选中且深爱的新娘能带给他们死亡。
21世纪的现代社会，尚婉婉在见客户的途中被意外冲出的豪车撞了，昏迷时隐约听见有个声音在喊自己新娘。在医院睁开眼，竟然有个大帅哥要强吻自己，误会解除才知道对方是医生，刚才不过是要做检查。放下心的她却不知向以轩其实是隐藏在人群中的吸血鬼，认出了她是自己前世意外亡故的准新娘，已将她视为自己的所有物……              ",连载中,第2季82话 大结局
85,214361,绝色医妃,掌阅漫画,https://oss.mkzcdn.com/comic/cover/20191018/5da93764bc5cb-750x999.jpg!cover-400,"
              第一次出任务就碰上事故，谁成想这一跃，竟成了那个溺水而亡的七公主……为了能在饱受排挤的异国他乡生存下去，取代了原本懦弱无知公主的她，应该何去何从？              ",连载中,第129话 和他。。。。。。
86,211409,大话降龙,奥东x兰兰 漫画世界,https://oss.mkzcdn.com/zymkcover/999/mh/8540.jpg!cover-400,"
              《大话降龙》剧情支持大话降龙，支持国漫，支持大话降龙请购买杂志。大话降龙漫画是个搞笑无厘头奇幻神话的故事。故事是由一个名叫罗汉的孩子在老爹熊猫大侠的威逼利诱下，踏上了成为降龙大侠的道路为线索，展开了一系列爆笑的故事。......本站是更新最快~画质最好的漫画杂志连载网站！！收藏本站，全网第一时间更新！。              ",连载中,第186话 天宫大超市
87,214194,末世为王,大行道动漫,https://oss.mkzcdn.com/comic/cover/20191224/5e01c46fe3451-750x999.jpg!cover-400,"
              故事男主角秦羽是一名生活于末世灾难100年后的丧尸猎人，在一次遭遇战中不敌而被强大的变异怪物杀死，却因此而重生于100年前的末世灾难刚刚爆发的第一天。转生后的秦羽拥有着较常人更加冷静的头脑，更加丰富的末世生存经验，以及远超常人的与丧尸作战的技巧和勇气。这一次，他运用这些常人难以企及的优势，先人一步，走上了进化变强的道路。              ",连载中,第173话 从未孤身一人
88,214914,至尊神魔,冬漫社,https://oss.mkzcdn.com/comic/cover/20191010/5d9edfc51048f-750x999.jpg!cover-400,"
              敢藐视哥的人，统统拍死！敢动哥的女人，都已沉眠！神武大陆，扬武敬神，一代天骄，武圣重生，太一真水，炼体入道，拳撼天下，脚踏天骄，绝世天帝，万法成空。              ",连载中,第151话 归来之日
89,213810,绝世兵王,漫莱坞,https://oss.mkzcdn.com/comic/cover/20181220/5c1b3403772a9-750x999.jpg!cover-400,"
              “继续当兵王吧。”
“不要。”
“给你升职加薪。”
“不要。”
“那你要什么？”
“我要一个绝世美女。”
陆南烽万万没想到，他美梦成真了，只不过这个美女……              ",连载中,第84话
90,213075,双面老师的夜间补习,源创优加,https://oss.mkzcdn.com/comic/cover/20190920/5d84820606dfc-750x999.jpg!cover-400,"
              身负巨债打工赚钱的米小迷来到了一个不得了的酒吧工作，并且发现了一个惊天大秘密——白天在学校的温柔老师居然化身酒吧大魔头冷面老板！完蛋！米小迷要被腹黑老师灭口了吗？！              ",连载中,第158话
91,213902,校园修真狂少,极漫文化,https://oss.mkzcdn.com/comic/cover/20181228/5c26122509b92-750x999.jpg!cover-400,"
              王大兵意外捡到一个修真系统，从此一个妖孽般的修真学霸诞生了! 天才地才，在他面前统统变成废材，欺负过他的人，自然要轰成渣。系统加身，光耀前程！炼丹画符、布阵炼器、学习考试，只要完成任务，只管在装逼的路上高歌猛进！超级奖励能让你吊打一切，至于系统任务嘛，痛揍肆意妄为的班主任，强吻全校追捧的班花……系统，你正经一点好不好？              ",连载中,第119话 对仗势欺人说不
92,213645,陆少的甜心公主,杭漫文化,https://oss.mkzcdn.com/comic/cover/20191022/5daeb45a19725-750x999.jpg!cover-400,"
              她刚刚成年，亲手搅乱养父陆晟廷的婚礼“陆晟廷，我既要做你的女儿，也要做你的女人！”；六年前的谋杀，真相弥现“陆晟廷，你既是我的爱人，也是我的仇人…”              ",连载中,第131话 永远不会和你生气
93,214717,神武天尊,漫莱坞,https://oss.mkzcdn.com/comic/cover/20190718/5d302c467b605-750x999.jpg!cover-400,"
              我自虚空而来，举手诸天崩碎，覆手黄泉寂灭；我为魔、为神、为仙、为人。我是萧晨，也是万物，亦为主宰！              ",连载中,第100话 太古隐氏，识破身份
94,213117,狂女重生：纨绔七皇妃,崇卓漫画,https://oss.mkzcdn.com/comic/cover/20200110/5e180d57b1fbb-750x1000.jpg!cover-400,"
              前世她受人欺害，最终丧子身死。如今重生归来，看她如何手撕渣男恶女，还叫腹黑王爷芳心暗许。              ",连载中,第188话 凌云
